0,0.0145475,,0,0.0145475
1,0.559201,,1,0
2,0.0180471,,2,0
3,0.0135532,,3,0
4,0.00983387,,4,0
5,0.00888894,,5,0
6,0.0113447,,6,0
7,0.00728475,,7,0
8,0.00972949,,8,0
9,0.00701556,,9,0
10,0.00683976,,10,0
11,0.00462576,,11,0
12,0.00631785,,12,0
13,0.00424669,,13,0
14,0.00629038,,14,0
15,0.00491693,,15,0
16,0.00459829,,16,0
17,0.00469169,,17,0
18,0.0040599,,18,0
19,0.00449391,,19,0
20,0.00546631,,20,0
21,0.00230189,,21,0
22,0.00571903,,22,0
23,0.00553773,,23,0
24,0.00254911,,24,0
25,0.00581242,,25,0
26,0.00311497,,26,0
27,0.00561464,,27,0.559201
28,0.0024777,,28,0
29,0.00559816,,29,0
30,0.00258208,,30,0
31,0.00342263,,31,0
32,0.00533446,,32,0
33,0.00336219,,33,0
34,0.00258757,,34,0
35,0.00580143,,35,0
36,0.00237881,,36,0.0180471
37,0.00340065,,37,0
38,0.00237881,,38,0
39,0.00316442,,39,0
40,0.00581791,,40,0
41,0.00253813,,41,0
42,0.00232387,,42,0
43,0.0029172,,43,0.0135532
44,0.00228541,,44,0
45,0.00276887,,45,0
46,0.00210412,,46,0
47,0.00197776,,47,0
48,0.00233486,,48,0.00983387
49,0.00179097,,49,0
50,0.00227443,,50,0
51,0.00171955,,51,0
52,0.00171406,,52,0.00888894
53,0.00214807,,53,0
54,0.00159869,,54,0
55,0.00175252,,55,0
56,0.00140091,,56,0.0113447
57,0.00154925,,57,0
58,0.00190634,,58,0
59,0,,59,0
60,0.00144486,,60,0.00728475
61,0.00205467,,61,0
62,0.00145036,,62,0
63,0.00187887,,63,0.00972949
64,0.00134598,,64,0
65,0.00143388,,65,0
66,0,,66,0.00701556
67,0.00195579,,67,0
68,0.00142289,,68,0
69,0.00182394,,69,0.00683976
70,0.00140641,,70,0
71,0,,71,0
72,0.00148881,,72,0.00462576
73,0.00199424,,73,0
74,0.00133499,,74,0
75,0,,75,0.00631785
76,0.00199974,,76,0
77,0.00158221,,77,0.00424669
78,0.00164813,,78,0
79,0,,79,0.00629038
80,0.00195029,,80,0
81,0.0014119,,81,0
82,0.00198875,,82,0.00491693
83,0,,83,0
84,0.00149431,,84,0.00459829
85,0.00143388,,85,0
86,0,,86,0.00469169
87,0.00203819,,87,0
88,0.00124159,,88,0.0040599
89,0,,89,0
90,0.00203819,,90,0.00449391
91,0.0014998,,91,0
92,0,,92,0.00546631
93,0.00221399,,93,0.00230189
94,0.00157672,,94,0
95,0,,95,0.00571903
96,0.00171955,,96,0
97,0.00206566,,97,0.00553773
98,0,,98,0
99,0.00152727,,99,0.00254911
100,0,,100,0.00581242
101,0.00202171,,101,0
102,0.00158221,,102,0.00311497
103,0,,103,0.00561464
104,0.00148332,,104,0
105,0.00201622,,105,0.0024777
106,0,,106,0.00559816
107,0.00125258,,107,0
108,0,,108,0.00258208
109,0.00177999,,109,0.00342263
110,0,,110,0
111,0.00134048,,111,0.00533446
112,0.00130752,,112,0.00336219
113,0,,113,0.00258757
114,0.00164813,,114,0
115,0,,115,0.00580143
116,0.0014119,,116,0.00237881
117,0,,117,0.00340065
118,0.00164813,,118,0
119,0.00114271,,119,0.00237881
120,0,,120,0.00316442
121,0.0015932,,121,0.00581791
122,0,,122,0.00253813
123,0.00124159,,123,0.00232387
124,0,,124,0
125,0.00123061,,125,0.0029172
126,0,,126,0.00228541
127,0.00165912,,127,0.00276887
128,0,,128,0.00210412
129,0.00115919,,129,0.00197776
130,0,,130,0.00233486
131,0.0016811,,131,0.00179097
132,0.00123061,,132,0.00227443
133,0,,133,0.00171955
134,0.00116468,,134,0.00171406
135,0,,135,0
136,0.00147233,,136,0.00214807
137,0,,137,0.00159869
138,0.00121962,,138,0.00175252
139,0,,139,0.00140091
140,0.0015053,,140,0.00154925
141,0,,141,0.00190634
142,0.00120314,,142,0.00144486
143,0,,143,0.00205467
144,0.000950424,,144,0.00145036
145,0,,145,0.00187887
146,0,,146,0.00134598
147,0.00160418,,147,0.00143388
148,0,,148,0
149,0.00122511,,149,0.00195579
150,0,,150,0.00142289
151,0.0014998,,151,0.00182394
152,0,,152,0.00140641
153,0.000994374,,153,0.00148881
154,0,,154,0.00199424
155,0.00100536,,155,0.00133499
156,0,,156,0
157,0.00144486,,157,0.00358195
158,0,,158,0.00164813
159,0.000966905,,159,0
160,0,,160,0.00195029
161,0,,161,0.00340065
162,0.00126906,,162,0
163,0,,163,0.00149431
164,0.000994374,,164,0.00143388
165,0,,165,0.00203819
166,0.00113172,,166,0.00124159
167,0,,167,0
168,0.000873511,,168,0.003538
169,0,,169,0
170,0,,170,0.00221399
171,0.000769129,,171,0.00157672
172,0,,172,0.00171955
173,0.00112073,,173,0.00206566
174,0,,174,0.00152727
175,0.00074166,,175,0
176,0,,176,0.00360392
177,0,,177,0
178,0.000873511,,178,0.00349954
179,0,,179,0
180,0.000791104,,180,0.00125258
181,0,,181,0.00177999
182,0.000802092,,182,0.00134048
183,0,,183,0.00130752
184,0,,184,0.00164813
185,0.000977893,,185,0
